movie_id,title,release_year,duration_minutes,language_id,budget,revenue
597,Figure goal suddenly,2017,102,2,191647129,798790998
598,Religious store mention,2007,130,3,125928938,1256774816
599,Early voice none,2010,120,3,127311196,1474452374
600,Modern raise,2005,117,9,63194941,1394927806
601,Similar quality sea,1995,174,2,61074367,988899940
602,Base pay,2007,168,7,39579995,189122413
603,Language with head,2018,161,1,166609131,27162544
604,Yourself center,2005,142,7,70270510,1011915586
605,Everybody democratic,2019,153,5,98562690,291055419
606,Investment book,2014,180,9,106247347,699165453
607,Learn Congress,2011,111,5,50218465,1493256758
608,Develop page,1991,121,3,188801368,858742244
609,Easy whom,2021,128,3,179558063,1480004403
610,Reduce agent,2010,115,10,89671735,460733956
611,Whole send environmental happy,2001,180,5,88177391,828550217
612,Eight ever,2021,130,1,122677246,914010387
613,Chair human speak section,2003,126,6,131864092,1287468518
614,Value than agree,2012,94,8,9123966,555240276
615,Prepare deal,2006,152,3,18546336,161885749
616,Carry control decide,2011,105,1,128596596,209610997
617,Teach both letter,2007,155,3,31302889,1201148336
618,Section meeting,2007,149,6,95339176,131169640
619,Through organization camera,1990,103,10,129487190,116910978
620,Until industry wish,2023,167,1,124813620,719816859
621,Term return,2002,178,10,46849190,509318157
622,Both score,1995,150,5,76767885,1016319670
623,Perform positive,2005,83,8,94580744,765857060
624,Ten green sing,2016,173,10,163253189,1307179238
625,Fear sure recent,2021,139,9,155264020,1445513866
626,Else economy,2005,170,6,35197066,1289693581
627,Four rule,2020,106,2,137351700,102736003
628,Edge physical,2021,136,6,28630654,16512630
629,Hair two soldier,2018,117,9,109900500,549724011
630,Method lawyer decade,1991,168,4,192736220,1088495686
631,Energy knowledge protect,1995,88,3,29717573,1335705163
632,Look,2008,132,9,88474989,823057429
633,Near doctor,2004,166,2,150290341,654629588
634,South project,2015,143,9,175335786,852604949
635,Minute agency need,2005,97,3,20038512,1446524216
636,Ready effort,2009,161,7,82099216,801504289
637,Now stop,2013,118,9,144007798,288979480
638,Clearly soon,2020,110,9,124741995,1206646794
639,His sort,2023,112,7,108593353,93315233
640,White politics create,2012,164,2,159520789,1251586147
641,Have system,2017,99,6,111982466,390198915
642,Claim arrive drive me,2011,171,4,65042066,563972072
643,Budget none,2012,134,4,167664820,369785521
644,Without system employee,2019,128,6,66415320,1086787840
645,Serious particular,2007,89,6,148088944,1063365469
646,Pressure receive above,2009,137,6,43686683,733376489
647,More usually key,2006,156,5,130486460,1010204597
648,Source wife I,2004,141,4,104029946,288295044
649,Wall firm practice,1997,154,10,18732828,197517577
650,Writer case,2002,131,9,92459760,686433902
651,Experience include,2010,148,8,56898500,1144076438
652,In,1997,144,9,187310274,934709366
653,Girl answer year,2001,168,1,159637355,309504020
654,House whom,2002,133,2,116735543,564217650
655,Power avoid their,2003,149,6,117864371,255916409
656,Attorney short,2020,84,8,153259595,677741363
657,Land rich,2007,126,4,92858837,99837509
658,Decide staff fall,2023,169,10,147170321,279601936
659,Reveal international,2008,148,10,187329951,1077046635
660,Meet always,1996,156,4,64392193,608444291
661,Itself stock,2002,161,1,47462273,779365871
662,Property method indeed,2008,90,6,178868622,928602701
663,Guy face,2004,93,7,180745776,612577899
664,Conference part cold,2013,178,2,21909619,570252886
665,Notice line six,2001,111,7,199472328,1321260514
666,Research,2009,164,5,192101568,571415857
667,Her among,1990,165,9,155132494,1115190389
668,Simply indeed,1998,125,5,131628828,677184542
669,Even ok,2007,101,1,31688309,940820476
670,Control but,1992,162,9,159957580,359300059
671,Successful majority,1993,158,6,161007797,682623253
672,Defense later it minute,2008,85,9,125261037,1060004553
673,Note,1998,152,9,88343016,329838570
674,Clearly open hold hear,2021,162,8,150005221,1198302346
675,Ten clear card,1996,166,8,27213770,1416797572
676,Put first home,1990,162,1,120511822,1372200162
677,Food indicate,2008,131,5,48291349,949870465
678,Attention arrive,2020,176,4,83687708,119293790
679,Such wide call,2020,122,6,109929417,410702523
680,Reach time house,2018,135,9,19685157,324160767
681,Action movement,2011,93,2,161593977,122182101
682,Audience middle,2001,81,2,30190915,498621763
683,Unit much American,1993,92,3,185014834,398292996
684,Southern,2006,113,9,161096358,82013595
685,Radio exactly,2020,108,9,102713151,1014848886
686,Others expert various,1997,145,1,88887980,563826718
687,Produce full,1994,175,2,133686343,356231590
688,Project,2015,146,4,174137946,1008160135
689,Former field,2021,151,4,178211628,942226011
690,Large everything coach,1994,154,7,17504008,254159738
691,Receive he,1993,168,2,25302269,1067812800
692,More however meeting,1999,153,4,59414715,92599528
693,Pull method grow,1999,108,9,38290177,953156311
694,Under guy,2009,137,7,156898693,770621110
695,Next light kind,1995,127,2,171760603,1209425915
696,Toward should method,2005,130,3,1049482,1046958020
697,Cup assume American,1997,139,1,40386287,988031487
698,Partner its car,2016,178,8,178403999,1063684852
699,Character life how,2004,166,6,41054980,246572320
700,Need occur,2023,155,1,122594394,322942924
701,Why watch body,2014,168,2,143607899,270545455
702,Begin even leader,2018,144,2,79249808,755769528
703,Table might,2018,99,1,105685173,205956974
704,Right behavior church,2009,124,3,166241394,442514803
705,Security nor,2017,83,5,156137283,615135433
706,New interesting floor,2009,141,9,121033537,392953574
707,Million art practice,1993,93,2,53523858,366410767
708,Personal though high,1996,117,10,56206887,1097506021
709,Boy majority,2003,133,4,183943268,590815397
710,Project yard,2003,90,5,85986052,1214564550
711,Travel part,2006,94,7,81459590,1429077318
712,Total,1995,173,7,154082407,1262732654
713,Everybody authority base,2000,98,8,183417711,461117269
714,News owner,2005,124,7,82752052,1258158475
715,Guess strategy,2001,119,7,117696148,13859925
716,Stuff throughout before,1994,123,6,193680612,1134609485
717,Foot,2000,138,1,93412831,1230757495
718,Hope laugh,1990,180,7,24967905,392768653
719,Let chair whole law,2016,106,2,157424582,899252965
720,Forward significant,2018,146,9,3179494,170002902
721,Reflect everybody,2020,141,1,165145799,533619069
722,Senior cultural,2008,124,10,138015866,1074684738
723,Base,1992,140,2,109500917,1458649977
724,Senior opportunity,2004,92,10,35240471,207518922
725,Mention then film,2008,136,1,79969594,710787211
726,Full but,2008,172,2,17753206,60753334
727,Sell voice,2019,169,6,100112515,615489334
728,Watch fill,1994,137,9,148340230,1468107108
729,Score sit,2004,120,2,15261255,1466662004
730,Billion third wrong,2006,88,5,1226375,266973556
731,Mission may memory,2002,118,5,189805184,851473214
732,Treat admit choose,2017,85,10,151331976,807210356
733,Respond hotel,1997,170,2,97433996,1272742259
734,Serious,2004,94,5,30446917,232783419
735,Serve,1999,82,8,76754966,699793291
736,Shake official whether,2007,123,7,9371090,335230316
737,Design shoulder scientist,1999,162,7,64147071,67007529
738,Job win,1994,93,1,116887747,179081974
739,Box remember however,1993,166,8,189501251,993343227
740,Benefit age risk,2000,101,3,159420909,1421349915
741,Through,2009,174,9,106835596,1035480968
742,Suddenly people value,2008,111,4,168829686,980076789
743,Financial everything,2018,146,3,86396648,1354385809
744,Whose factor role,1997,102,7,192065284,583356939
745,Necessary sound,2019,150,9,103754304,1281043928
746,Among technology rule,2009,100,5,109993560,1418057791
747,Action,2015,122,3,103425586,17466914
748,Dream compare,2007,151,5,117820438,712438920
749,Ground marriage likely,2022,134,6,147329211,99160708
750,Wall walk example,2021,139,1,57697883,1414120260
751,Stock be,2018,109,9,178835150,1341518349
752,Wear young,1995,131,9,47549421,978029134
753,Suffer respond,1992,160,3,128472325,702750655
754,Check above,2017,103,2,38331014,1227258435
755,Hotel money,2010,103,1,51526756,282713013
756,Second mother stop,2006,161,1,150094844,458906873
757,Sometimes bring prevent girl,1991,164,10,104238948,109544329
758,Us people avoid,1995,135,10,97714043,1387215026
759,Decision,2004,130,7,113000800,612639111
760,Sing his support,1991,83,9,42410811,699004102
761,Security experience,2007,174,9,78435808,124260547
762,Defense media,1992,158,2,180869494,156878825
763,Man by between first,2001,105,5,34701844,1180009031
764,Fill create,2020,137,4,37044828,1298411200
765,Before contain,2023,155,6,4114591,824030793
766,Plant kid book,2018,134,4,20259168,203751777
767,Forget help my,2007,129,7,175050663,861542108
768,World,2001,80,9,5216530,552960319
769,Around realize side,2017,170,3,39653600,387275285
770,Measure trouble pressure,2021,107,3,194633025,520568145
771,Back maybe,1995,106,3,131647894,861668299
772,When important source,2020,115,4,177610853,196530434
773,Recently able person instead,2012,176,10,118235189,49049254
774,Level wait,2016,170,5,37447024,452154934
775,Necessary tonight,2011,88,4,23726670,354912458
776,Yes,2010,153,2,37834785,839303626
777,Follow very green,1996,93,3,173400764,869139332
778,Show nothing someone,2000,148,10,112630350,616895158
779,Somebody want,2011,103,1,123414258,1394782701
780,Simply sign education,2016,126,9,187667470,1409592395
781,Since onto,2021,121,8,163250310,336001678
782,Wonder adult sense,2008,105,9,115274093,263990799
783,Pretty about,2015,138,2,168301991,646124078
784,Usually he,1992,94,5,49263990,1059081816
785,Particularly society,2019,113,2,122975556,933482632
786,College quite management,1995,165,5,137745025,670937486
787,Executive themselves,2010,142,2,114850102,1475944563
788,Economic investment practice,2006,147,4,149189801,1301035601
789,Create short project,2010,161,10,121808240,286935973
790,Detail,1997,120,8,104271071,776041670
791,In rock,2015,156,6,96377058,1434193957
792,Office camera policy,2022,129,6,61596866,211397870
793,Anyone pattern,1990,158,3,50872901,794107520
794,The somebody market she,2019,130,4,115023827,1105914424
795,Compare central wrong,2016,155,2,163288898,434220269
796,Your film show,1993,94,5,2994473,1056457460
797,Material case raise some,2002,124,10,156139184,961580295
798,Writer glass ago,2023,125,2,134722991,838415911
799,Human investment night,2013,138,4,197203066,1028146438
800,Voice open pull walk,2021,159,6,64552084,581555120
801,Mind effort,2018,102,8,192160940,1214155858
802,Sea white,1993,166,8,135681800,1294221938
803,Bar general dream,2003,170,6,73276366,913537158
804,Wind hot deep other,2007,118,10,111283434,198751023
805,Science best,1998,158,5,147610388,912389888
806,Stand interesting,2008,155,10,155713407,795780858
807,Week add,2018,90,3,99507766,1323271035
808,Keep reality responsibility,2021,166,10,9982352,405196096
809,Will identify billion,1997,97,10,11164317,937235365
810,Room beat,1991,120,6,153511490,1359388418
811,Hear large,2005,95,6,130726301,919864755
812,Major recently me,2000,110,7,190215467,204603164
813,Eye region operation,2009,119,3,99939565,91840140
814,Quickly notice,1990,94,1,31377328,1107392387
815,Give key,2016,103,6,156764715,738891467
816,Wife true team,1995,127,4,130260505,1000412088
817,Father enough international,2004,168,4,186353949,1457643905
818,Ability movement least,1997,98,7,22491777,486530709
819,Detail,2019,145,5,39141316,1395733200
820,Marriage father,1997,129,6,197007668,1478681735
821,Example focus,1999,133,3,197305019,338009632
822,Her treat wide provide,2021,156,6,142306584,1068696433
823,Decide set reveal artist,2008,97,8,76006334,1137322413
824,Our win,2022,153,8,125805395,1356968908
825,One six finish,2007,129,8,139767588,1394905938
826,Beautiful report increase,2016,134,6,22000941,1131736963
827,Nothing,2020,103,5,141487518,185324421
828,Baby dinner,2020,142,8,164764583,629279989
829,Point citizen serve,2005,161,9,24742136,1010493013
830,Morning short,2019,148,2,66828776,944213839
831,Plant evidence value mother,1999,168,3,127822753,175044479
832,Who professor source,2014,162,10,170292269,1030662594
833,Time loss,2002,102,2,179170527,650089615
834,Not,2022,151,5,180507391,324130096
835,Your month,1998,101,3,21959954,279426398
836,Show interesting,1994,142,9,184629720,1474552979
837,Get mind,2007,116,4,171104237,650122667
838,Kid should able,2016,97,5,145739648,538979340
839,South add energy,2011,103,2,156592824,1128331638
840,Laugh everyone growth,2022,120,2,84886005,923547057
841,Human,2007,137,1,165561435,639541970
842,Turn crime another,1990,159,9,15166485,1225921100
843,Voice,2008,86,1,93219973,107495680
844,Those here government,2009,125,10,144621897,1188251323
845,Economic,2021,81,10,3894646,169352335
846,Agent sense report,1999,142,7,126861012,101840571
847,Page keep,2018,97,10,122879031,1107549285
848,Develop experience politics,2020,104,4,138616954,236138320
849,View civil of treatment,2012,129,1,126958611,1101615926
850,Across perhaps street bad,2011,151,9,155072636,917494840
851,Measure position,2014,144,5,197981843,891952418
852,They fly sometimes,2019,163,9,89990108,207903617
853,Collection front,2010,143,9,114015651,1002842216
854,Campaign arm,2002,132,8,95734774,1424175847
855,Leave official,2005,167,3,80085902,1225797648
856,Appear reality,2014,142,6,78633800,549130122
857,Development democratic great,2004,133,7,45965131,768339466
858,Listen whose participant,2016,170,4,10482814,552308126
859,Then back dog different,1992,136,10,187576374,1262497458
860,Month lot,2010,142,5,161426831,180598787
861,That information,2020,101,3,82623394,1086138982
862,Factor yard,2014,90,8,196144982,39936754
863,Number work main,2014,152,9,152318751,249674593
864,Scene head community,1999,83,9,70912173,1425728632
865,Political board door,2021,177,2,17486704,999024970
866,Five article,1992,108,7,169926446,390585392
867,Play answer,1998,117,6,128013063,396288981
868,Scene gas decade,2022,84,9,156193567,848869468
869,These water quality,2011,115,1,46386862,102192355
870,Office smile,1996,108,4,154775934,183865123
871,Front who,2018,148,10,14856606,898893418
872,Suggest piece crime,1996,116,3,177179526,644193169
873,Prove official seem,2023,101,9,79316905,679194667
874,Each maybe interest,2019,179,3,198938957,1266020407
875,Training course check,1990,138,8,168588820,982101080
876,Congress market,1999,152,3,8327774,1444372107
877,Billion simple,2016,175,3,77991491,971255769
878,Successful open learn,1999,178,10,131126822,1344622616
879,Word become attack,1994,178,10,23148655,574242913
880,Number fire radio,2020,143,3,35043342,738009996
881,Service foreign with,2006,150,8,136719923,406991193
882,Big benefit,2011,145,6,21632554,458265881
883,Nothing fill new state,2015,94,1,75584468,402472154
884,Either from,1995,153,4,68659419,172977300
885,Minute sometimes many note,2011,94,8,36578102,1302193664
886,Explain anyone,2014,114,4,166301952,561880454
887,Want fish fear,2010,179,2,76422829,1451134316
888,But son notice,2021,149,5,74878030,233343353
889,Cause become,1992,126,6,69976027,936576084
890,War involve he,1994,149,4,4812590,1152563742
891,Pressure partner trade,2005,176,1,30943814,43472650
892,Determine thousand,2008,85,4,163087110,17556495
893,People over pull,2004,177,9,47872546,853113979
894,Late finish note,1995,172,6,159852082,255564670
895,Out require sometimes,2017,136,7,199365006,33571414
896,Than three walk,1996,149,8,41570156,373798858
897,Or doctor outside,1996,107,8,177940744,1413321868
898,Response set like,2018,134,1,120897547,1029607120
899,Apply tree ability,2000,93,1,100258526,993192558
900,Baby child,2009,174,6,48083408,1490642571
901,Read research bag,1991,163,2,71129456,874927568
902,Service sound draw,1992,176,9,189112823,1417436703
903,Feel way they,2010,111,5,64403349,1297543426
904,Rich like media new,1993,118,5,131169323,1050228599
905,Argue,2008,84,10,49535596,655258011
906,Late interesting low expect,2012,137,9,142569866,1333217286
907,Full likely career,2013,113,10,9882671,1329449439
908,Seem there reduce,2017,124,3,93032556,779659165
909,Decision force before,1999,91,7,23656344,1488185983
910,Development some world friend,2005,136,7,39941999,1451981219
911,Responsibility decide tax,2023,95,6,160865148,1487393685
912,Environment Congress,2016,179,10,42379405,1454771127
913,Stage day,2001,110,2,134130101,853250104
914,Nearly reality,2000,106,9,111849851,654950228
915,Relationship good,2001,174,5,103855607,193195021
916,Draw body,1995,155,7,64873528,273627647
917,Common town figure,2014,168,4,178346525,295155003
918,Conference number without,2005,124,9,119161262,34798317
919,Place economy,2021,170,7,195883896,414744358
920,Yes safe,1999,158,6,172147647,245330265
921,Talk education power,2004,160,6,45904758,39113306
922,Join conference authority,2019,134,8,57601426,1499718280
923,Cut work customer,2006,101,8,156090569,409201735
924,Money,2019,158,10,198128558,62585420
925,Who media,2006,97,1,93630559,454316892
926,Computer low,1990,180,9,15582966,1038191304
927,Unit source practice,2019,106,3,173405651,1397907766
928,How goal public,2008,106,8,71973124,316716246
929,Performance law beautiful success,2000,87,3,32137000,1400305654
930,Physical response,1994,152,4,15099089,524219057
931,Rest throughout,2018,124,2,45989889,940848622
932,Deep expert,2012,148,9,125558059,1349451785
933,Yes,2009,115,5,108037242,1161597188
934,Him either early,2017,156,4,128837538,414985670
935,What area dog camera,2006,148,3,81897623,189884489
936,General set,2019,101,3,128846744,651216203
937,Trade affect,2009,121,3,143947472,1000198808
938,Past away particular,2002,170,6,63722980,323183303
939,Measure,2014,117,10,102951999,1022883823
940,Case white,2020,117,2,184478307,910978744
941,Who development,1996,153,4,190410153,51851281
942,Executive mention human,2005,114,7,105708748,255093414
943,Hospital way remain,2014,145,6,128396670,361708824
944,Remain song officer,2012,166,2,71497903,332324261
945,Claim bring difficult,2008,92,8,39963361,961201331
946,Face,2008,97,8,143389474,1046630152
947,Side must,1991,176,8,117698108,1017515349
948,Manage dark,2015,180,4,4184460,47150326
949,Expect why company,2007,132,10,78522070,970328850
950,Food information generation,1990,87,3,121479369,1261763842
951,Trial,1993,115,7,103543442,526043210
952,Social either,2021,163,1,183131687,437370966
953,Ask look direction,2008,96,4,85742019,638145631
954,Focus reality,2004,169,1,143338818,1227842599
955,The score area,2012,96,3,184308213,846241066
956,Example national,2004,111,10,12010582,114354553
957,Father something those,2002,98,10,27136034,721937547
958,Play pull kitchen,2006,171,3,143617972,21909888
959,You,1998,121,3,172107243,225468225
960,Body despite,1996,111,9,95980004,1358794911
961,North us,1992,177,1,116906639,932257556
962,Price father,2009,166,10,164875971,897678677
963,Middle quality,2018,130,3,176037613,1069514543
964,Enter future question,1992,142,1,74172980,1247665615
965,Mouth police anyone,2013,98,3,90917128,1284555692
966,Key each scientist,1998,153,5,73565115,1195359897
967,Animal charge,1995,160,3,72695838,629433560
968,Energy owner spring quickly,2008,114,9,27380974,84493865
969,Evening well,2010,160,7,69543360,1051890796
970,Surface kind,2016,133,10,176648936,863307069
971,Food itself create,2001,128,10,157813775,1048893860
972,Brother,2002,137,1,105999539,1107423009
973,System present,1998,89,5,124777895,1274247174
974,Long country again,2013,161,2,182272079,1318176130
975,Choice,2023,178,4,65906879,1462428249
976,Sense agency,2022,91,8,198115766,1052760485
977,Her occur four,2007,131,10,181359058,503013874
978,Grow career serve,2000,145,8,159034472,135362318
979,Family,2006,175,8,53324964,1139534529
980,Although,2020,115,3,140573638,45844412
981,Often,2008,168,4,91571894,911247862
982,Each thing,2011,127,7,182923583,1242816776
983,Front official beautiful,1997,138,10,186295176,683283034
984,Deal fill society,2019,142,3,49296008,1193107548
985,Every in pick,1994,121,10,85092729,141387911
986,Parent late,1999,154,3,147998627,580201056
987,Security rate example,2004,80,10,3839507,1397214271
988,Save account interview,2015,179,9,181603875,900795860
989,Debate outside focus,2013,173,5,3275303,1021485563
990,Else piece player amount,1995,91,3,19240715,256128320
991,Responsibility compare,2015,173,6,4210867,1067550856
992,Positive evening,1990,138,8,111393751,1342230959
993,During pressure field,2006,161,10,27225811,1392660587
994,Full rule strong,1997,165,10,141999553,749670266
995,According challenge network,2019,169,2,28892398,967771444
996,Almost tough wait,2013,125,4,185012384,941796806
997,Everybody put,2006,88,7,120706698,49682536
998,Report piece young,2014,148,7,95359470,351460926
999,Keep,2013,130,3,59899121,623498441
1000,Really figure watch,1996,107,2,195682991,417749148
1001,Claim no in,2004,134,1,77046964,1012686163
1002,Thank general,2020,107,4,68617847,743406648
1003,Country become,1991,143,9,52829393,945835543
1004,Special report,2010,114,9,10138017,503437638
1005,Training establish,2004,121,7,7362047,1095139902
1006,Social just marriage,1994,116,3,167268176,476807186
1007,Interest memory carry,2019,123,10,25680301,1266987468
1008,Scientist think among,2009,150,2,16269120,1475970651
1009,Discuss significant,2016,153,3,160487860,733325513
1010,Pm including prepare above,1997,96,8,177256200,1298000177
1011,Knowledge democratic education,1998,152,10,59203440,1415806852
1012,Clearly head final,1992,142,10,161896178,1011025836
1013,Especially suddenly free,1992,180,1,172284070,286660873
1014,Last body may,2009,123,9,33692788,635058909
1015,Easy house,2021,167,9,191072462,843315828
1016,Buy force build,1997,177,2,33206111,900202336
1017,Page,1996,86,2,24189164,1450486896
1018,Strategy,2005,85,8,163319104,1406233486
1019,Forget year along,1998,92,3,35871713,778642942
1020,While candidate but,2014,160,10,101920574,1019309873
1021,Democratic direction generation,2019,180,9,177199591,352947649
1022,Medical positive,2013,138,1,174920899,1340396351
1023,Smile group,2016,82,7,152952937,449977064
1024,Much Mrs,1999,95,9,50598447,611572252
1025,Out same city,2016,100,7,30754751,1488261688
1026,Television eat describe,1996,136,6,187738101,190095685
1027,Hear occur,2021,138,1,50462721,1437492831
1028,Major you,2016,80,9,69004295,1041997877
1029,Boy fast four,2007,134,7,80072660,282232748
1030,Often notice outside,1992,105,4,126347433,377139818
1031,Executive,2013,168,8,178295670,433389104
1032,Require them,2003,96,7,21324369,340681965
1033,Newspaper southern,2018,163,6,172471337,1305836093
1034,Paper wonder nature inside,2018,118,10,122720382,1061960830
1035,Join test,2005,100,10,75191146,221689101
1036,Child newspaper still,2013,115,2,115617482,898319612
1037,State tough,1996,91,7,186816790,1065266535
1038,Name successful six,2013,163,3,180201927,657087486
1039,Large condition,2012,126,5,87813134,509055009
1040,Listen require turn,1993,112,8,70078266,454753815
1041,Produce even social,2015,90,4,44477424,1200784428
1042,Forget west reason,2007,127,2,20863435,106037672
1043,Lay be they,2002,165,5,75433791,43935155
1044,Difficult number baby change,1997,163,10,17746984,775488675
1045,Behind know,2019,101,9,103756825,565080928
1046,Wear to,1995,86,7,105311449,771745874
1047,Red view practice,2003,130,5,90296324,1458691510
1048,Clearly share upon,1991,160,4,17121871,345602652
1049,Political as interesting,1993,119,1,70320396,380197155
1050,Democrat always Mrs,2011,172,1,72045430,1086212711
1051,Head suffer,2005,169,10,48762583,73655068
1052,Little white,1998,176,9,119265907,141720808
1053,Management,2003,109,2,19629012,730279865
1054,College suddenly,1994,134,9,132995560,929750410
1055,Center edge,2003,163,1,54866705,249747192
1056,About thing director,2003,91,7,164826665,1331206284
1057,Attorney quickly,2004,170,4,106397006,491813621
1058,International would turn,2011,92,6,48900204,264175576
1059,Create message,1999,80,7,174270571,1211845973
1060,Project impact social,1990,107,6,133085625,486241720
1061,Board base,2007,141,2,30106583,1049461535
1062,Man just,1999,89,3,39620506,558668821
1063,Few cultural,1998,96,7,146124838,735840685
1064,Let describe,2006,155,10,116763751,767874182
1065,Own really,2001,108,5,59622679,105236712
1066,Accept fast animal,1997,146,5,165810321,1201196395
1067,Others dinner itself,1991,167,9,173694774,579433046
1068,Play list,1998,136,7,29521188,329653085
1069,Action inside firm,1990,81,10,119536186,1487054877
1070,Seat garden,2012,81,6,193038811,1111786110
1071,Decade month cell,2005,169,10,70523779,1302701786
1072,Me better,2010,123,5,28725924,1442710003
1073,Fund believe,1991,95,7,10357900,228643283
1074,Reach medical his,2001,134,4,20574180,113280504
1075,Open out,2006,168,7,19901165,945225694
1076,Task budget,1993,96,9,154369136,986691302
1077,Throughout find,1998,141,9,196298914,243222174
1078,Discuss strong,2016,89,8,68268945,232401034
1079,East economy dark,2023,109,3,120690553,1316194546
1080,Ok mouth almost dog,1997,129,6,6037134,1314225961
1081,Rest but official religious,1994,91,9,134600697,223759940
1082,Sea per,2020,173,9,40957764,1212901284
1083,Service,2018,93,8,176252202,95128683
1084,Close walk base,2013,93,5,172888691,1094430765
1085,Allow garden could,2022,120,5,1232904,231368582
1086,Heavy also,1996,127,10,11156424,363729193
1087,Husband finally cup,2018,118,6,179403770,1357756039
1088,Director world top,2022,97,7,105819703,258530520
1089,Stock thousand write,2004,128,3,72520998,446063562
1090,Relationship and bit,1992,179,2,41696821,781612637
1091,Or face measure,2023,176,4,188919636,342224821
1092,Young stuff ask,2009,97,8,89538298,632329343
1093,Meet almost newspaper,2019,162,3,106046945,953152487
1094,Magazine listen role,1991,166,2,155253818,1091404713
1095,Black read sometimes,1993,98,4,1994218,1075286520
1096,Bank information,2020,88,9,139347071,218232760
1097,True teach,2015,147,7,190946445,336347555
1098,Appear threat,2017,152,6,132715763,1394621568
1099,Story able beautiful,1996,81,9,129349575,786119067
1100,Store,2021,158,10,118053338,723564176
1101,Tough born,2018,163,1,109424503,300864121
1102,It important TV,1994,101,3,196358578,269104983
1103,Industry rule,1995,136,7,19817241,438556191
1104,Serve not actually,2010,124,1,145989698,947978235
1105,Information ten,1999,172,2,61625301,897815975
1106,Attorney much game past,1994,107,3,1887812,19146716
1107,Scientist first whole,1998,160,8,104192996,531812228
1108,Speak hot provide,2007,175,10,186022173,1022184261
1109,Data sell read,2010,99,7,130403698,737979274
1110,Instead,2014,132,2,33535357,620808761
1111,Away more cup,2023,158,2,153268371,1089528061
1112,Song firm,2008,167,5,144694592,372781916
1113,Unit imagine,2019,136,4,97346404,188038332
1114,Someone media,2022,107,6,90507041,576264219
1115,Yard administration will,2017,91,2,184028887,804800979
1116,Glass government,1996,92,10,82289793,896224193
1117,Money administration,1997,97,1,108539216,779475809
1118,Wind series get,2003,176,7,15816206,1356712969
1119,Garden contain seat,2017,95,7,170724362,1433066440
1120,Necessary find,2018,155,10,174697715,532102615
1121,Return though sit,2004,173,9,25338230,330582594
1122,Nice,2016,129,5,99074333,1142415307
1123,Tend election kitchen,2011,124,10,144512652,910641548
1124,Scientist kid cold public,2019,134,1,92284911,495017132
1125,West trip water might,2015,120,3,22597453,301340563
1126,Theory avoid material,2016,97,8,124383499,925890051
1127,About whether,1996,111,8,78835187,892789963
1128,Way better group,2010,115,1,174890495,883985068
1129,Action consumer amount,2017,162,4,55524736,990164696
1130,Social sister various,2010,90,9,48410615,1113435047
1131,Hold operation,2006,111,5,149840877,1470010430
1132,Oil scientist,2013,150,4,11557882,781904534
1133,Go,1999,156,1,104123150,68915397
1134,Also true worry,2020,156,10,178364456,955430511
1135,Too service,1994,172,9,52272020,317639910
1136,Laugh either,1995,157,9,81227396,26364699
1137,Behind take,1995,116,4,187799476,1115997860
1138,Consumer help,1995,179,10,105717939,154424467
1139,Floor,2017,168,3,29660321,187059831
1140,Series left better,1996,83,1,170279976,731501519
1141,Dream conference strong,2013,164,6,185909773,681037665
1142,Purpose maintain,1998,118,4,97438422,867538665
1143,Even big cut,1993,106,1,131594801,357884565
1144,Station need thus say,2011,146,3,23780098,937163125
1145,Institution size series,1997,157,2,170863612,137002235
1146,Others final,2016,145,5,118570366,849532866
1147,Firm appear brother,2012,104,7,198387082,84658182
1148,Religious later consider,2017,175,6,51858989,1422717529
1149,Finish well,1993,130,7,38565650,1382537230
1150,Machine job writer,2008,117,7,10582687,329167159
1151,Skin,2009,162,10,52832932,1238852329
1152,Thank strategy fish,2012,86,4,7808759,129145658
1153,Small gas,1996,180,9,194203475,1361366911
1154,Whether,2022,110,1,160167576,1423115798
1155,Tv account,2003,143,2,65017864,1121215520
1156,Town tough lay,1999,129,2,132327363,640063364
1157,Late,2020,94,9,105358990,905451268
1158,Doctor daughter general,2004,110,5,17909454,868294471
1159,Lay all himself,1996,143,9,146103334,1467158604
1160,Suggest statement improve,2012,161,10,173713423,1193869335
1161,Explain off,2013,156,6,83605879,658528719
1162,Mind year decision,1997,89,6,135132943,678655382
1163,Member and fund town,2007,147,5,144328439,744072310
1164,People,2004,81,4,121610002,21969909
1165,Want the education use,2017,126,10,5407250,605824569
1166,Science science politics,1991,120,4,10943569,1138424126
1167,Occur method begin,2007,96,8,92076152,1315826291
1168,Economic figure subject,1991,129,7,16047002,320383338
1169,Ability,2001,152,10,91655646,872450401
1170,Reflect behind sit,2007,133,1,194545183,963183680
1171,Remain teach,2009,126,5,12492938,1387720368
1172,Cause action,2011,149,3,109852686,445520989
1173,Card wrong major,2012,167,7,32725611,1174144405
1174,Simple go save,1990,102,9,57821926,1345802193
1175,Research spring song,2001,177,2,176516505,1332547458
1176,Station recently feel back,1999,140,9,180131387,1405238977
1177,Fill source next class,2015,178,2,141423859,954496612
1178,Along watch article activity,1994,89,9,124042856,746420041
1179,Customer world,1999,82,5,183020129,1398195061
1180,Task try,1991,155,6,145032103,873669387
1181,Suddenly player,1995,88,2,40984434,428689403
1182,Discuss about stay,2023,81,9,199924496,652533785
1183,Seven performance seem,2003,113,5,156516930,185991905
