rating_id,movie_id,user_id,rating_value,rating_date
2631,611,411,6.7,2024-05-28
2632,832,549,5.4,2024-03-20
2633,1874,455,5.4,2023-09-12
2634,283,117,8.5,2024-01-16
2635,1107,333,5.9,2025-03-08
2636,98,643,6.3,2025-09-22
2637,678,769,9.1,2025-09-28
2638,685,403,6.2,2025-06-08
2639,109,839,7.7,2024-09-20
2640,913,957,7.6,2024-05-06
2641,1672,796,6.2,2024-03-18
2642,910,547,6.4,2022-12-26
2643,1899,617,5.6,2024-06-12
2644,567,77,6.8,2024-05-26
2645,1444,762,5.1,2022-12-05
2646,103,39,9.4,2025-03-09
2647,806,597,4.5,2025-06-29
2648,738,655,7.3,2023-03-07
2649,920,449,5.7,2022-10-19
2650,1270,900,5.3,2025-10-14
2651,688,894,5.8,2025-06-18
2652,722,462,7.2,2025-04-26
2653,164,633,7.0,2024-02-15
2654,746,458,6.2,2023-05-08
2655,1968,551,4.0,2024-04-02
2656,814,55,4.1,2025-10-01
2657,327,895,6.7,2025-03-13
2658,422,904,7.9,2025-01-28
2659,1157,146,7.9,2023-11-02
2660,375,238,7.6,2024-10-03
2661,1494,655,5.9,2025-07-12
2662,1689,997,7.1,2023-07-26
2663,20,310,8.6,2022-10-18
2664,1217,824,5.8,2023-12-31
2665,70,797,6.7,2023-04-28
2666,1108,643,7.6,2023-06-08
2667,1919,274,9.7,2023-06-14
2668,683,366,4.7,2025-01-15
2669,1848,437,6.7,2023-02-02
2670,1569,525,7.0,2025-03-10
2671,665,299,6.8,2025-05-11
2672,220,270,5.7,2023-01-09
2673,88,422,7.1,2024-08-29
2674,1011,1000,5.1,2023-10-18
2675,1289,485,5.3,2025-09-11
2676,1434,589,6.9,2023-03-31
2677,634,830,7.3,2024-05-19
2678,1497,301,6.1,2025-06-29
2679,57,26,5.3,2023-10-20
2680,1365,937,7.9,2023-03-10
2681,1229,780,7.6,2024-08-25
2682,209,238,7.5,2025-03-11
2683,1822,840,7.2,2025-07-20
2684,479,791,5.3,2023-01-14
2685,205,434,7.8,2023-06-24
2686,1948,744,5.2,2025-07-04
2687,171,877,8.1,2024-08-08
2688,206,438,7.9,2023-05-11
2689,948,977,8.1,2023-01-18
2690,1596,306,4.9,2025-03-26
2691,1040,834,6.8,2024-12-11
2692,1928,23,6.9,2024-04-10
2693,795,68,5.5,2024-09-22
2694,195,443,5.3,2022-12-02
2695,1231,224,6.2,2023-05-09
2696,1407,961,6.4,2023-10-07
2697,40,138,5.6,2025-04-02
2698,292,628,4.8,2025-04-29
2699,673,327,7.2,2022-11-11
2700,1650,492,7.5,2024-08-31
2701,605,224,5.4,2024-12-28
2702,1443,777,7.3,2022-11-11
2703,1931,511,9.8,2024-09-20
2704,912,519,7.5,2025-02-04
2705,1397,678,7.9,2023-05-21
2706,797,214,5.6,2023-05-27
2707,111,890,6.9,2024-04-08
2708,1407,122,8.7,2024-08-18
2709,1440,364,7.5,2025-06-14
2710,363,597,7.5,2025-09-09
2711,345,968,5.9,2024-09-22
2712,1299,511,7.4,2024-11-08
2713,49,375,7.8,2024-08-15
2714,832,464,4.8,2023-03-22
2715,1469,724,6.4,2024-03-19
2716,1272,940,9.0,2025-02-27
2717,760,165,6.4,2023-01-27
2718,1883,616,8.8,2024-09-14
2719,479,932,8.9,2025-01-11
2720,646,721,7.9,2023-11-28
2721,1675,686,8.9,2024-12-06
2722,1884,151,10.0,2022-12-28
2723,1910,679,7.6,2025-08-05
2724,549,450,10.0,2023-01-31
2725,1431,240,7.8,2025-03-04
2726,1927,107,7.8,2025-04-02
2727,171,522,6.3,2024-11-09
2728,1398,403,3.3,2024-03-08
2729,363,985,6.0,2025-09-10
2730,2,573,4.8,2023-04-08
2731,1829,793,6.4,2025-01-29
2732,170,761,7.3,2025-03-30
2733,1366,214,6.0,2023-07-27
2734,277,728,7.3,2025-08-27
2735,374,39,9.6,2024-03-08
2736,897,140,6.9,2022-10-20
2737,1846,579,10.0,2022-12-08
2738,643,850,6.9,2024-11-25
2739,1608,91,7.6,2024-03-11
2740,1626,340,10.0,2023-12-25
2741,1844,573,7.6,2023-07-08
2742,1159,378,7.4,2023-02-26
2743,732,944,4.5,2023-12-03
2744,1786,723,5.8,2025-06-10
2745,1971,678,6.6,2025-06-25
2746,122,312,6.8,2024-12-20
2747,22,658,5.8,2025-09-19
2748,324,168,6.5,2023-06-13
2749,1762,842,6.7,2022-11-23
2750,856,233,5.8,2023-02-22
2751,1556,233,4.9,2025-06-29
2752,1664,180,6.5,2025-09-22
2753,1433,308,8.1,2024-05-13
2754,1883,93,3.6,2025-03-26
2755,104,385,7.5,2024-03-28
2756,162,876,5.7,2023-09-26
2757,655,755,7.3,2024-08-14
2758,228,382,7.6,2024-10-11
2759,691,71,6.5,2025-05-31
2760,440,564,8.8,2023-06-03
2761,1768,356,9.3,2023-03-11
2762,1474,642,6.9,2023-12-02
2763,1906,757,8.3,2024-06-08
2764,375,261,7.8,2022-12-07
2765,1857,551,7.5,2025-06-20
2766,1800,254,4.7,2025-06-22
2767,711,598,4.3,2024-02-07
2768,1980,444,5.2,2023-08-09
2769,1635,817,7.4,2023-09-10
2770,1341,399,7.9,2025-08-19
2771,1406,25,7.3,2025-06-16
2772,1406,970,6.1,2025-04-04
2773,1205,478,7.6,2025-08-11
2774,532,933,10.0,2023-06-20
2775,902,213,7.6,2023-06-23
2776,1298,308,6.0,2024-06-15
2777,1824,299,4.6,2025-07-11
2778,1265,814,6.4,2024-06-17
2779,696,394,5.9,2023-04-23
2780,66,867,10.0,2023-08-29
2781,898,483,6.6,2025-02-26
2782,579,727,3.9,2022-11-02
2783,90,261,7.4,2024-10-15
2784,1958,399,8.8,2024-03-11
2785,1710,181,6.8,2023-04-07
2786,1009,745,6.7,2024-08-27
2787,205,126,10.0,2023-10-17
2788,1567,354,5.9,2024-01-23
2789,908,761,3.6,2023-10-07
2790,1443,648,9.1,2024-06-20
2791,392,587,7.3,2024-04-27
2792,1730,366,8.7,2024-11-25
2793,265,558,7.8,2025-09-27
2794,950,291,8.2,2025-06-20
2795,1219,666,6.2,2025-01-24
2796,1128,85,6.7,2025-08-12
2797,102,944,5.9,2023-06-25
2798,1907,643,5.1,2025-08-07
2799,725,499,9.0,2024-12-11
2800,1451,275,4.3,2025-05-05
2801,1522,759,8.1,2023-06-21
2802,1209,955,9.9,2024-01-12
2803,1381,946,5.2,2024-02-02
2804,750,952,3.7,2023-12-04
2805,1319,625,5.2,2023-02-26
2806,58,118,6.5,2022-10-24
2807,1871,435,5.4,2025-07-06
2808,473,66,10.0,2023-10-08
2809,1365,453,6.8,2023-02-21
2810,1539,4,6.0,2023-04-10
2811,1699,345,4.8,2024-10-17
2812,135,14,5.9,2024-01-07
2813,99,972,6.0,2024-04-15
2814,20,166,5.9,2023-01-09
2815,805,920,7.5,2024-04-06
2816,590,170,7.1,2025-03-01
2817,1961,79,6.0,2023-06-18
2818,1388,526,5.9,2024-04-18
2819,1274,681,9.7,2025-05-12
2820,443,97,7.9,2022-10-15
2821,1987,415,7.3,2025-09-21
2822,623,579,6.5,2023-11-25
2823,1583,566,6.6,2023-04-22
2824,1478,74,7.7,2024-02-19
2825,25,662,7.1,2025-01-31
2826,417,855,5.3,2024-12-18
2827,1414,966,5.9,2025-09-23
2828,1838,294,7.2,2024-10-16
2829,1186,913,8.5,2024-12-22
2830,243,102,7.0,2023-11-20
2831,7,234,9.2,2024-11-02
2832,569,807,9.1,2025-06-15
2833,714,782,7.1,2025-03-03
2834,259,308,5.7,2024-11-08
2835,1921,858,6.5,2023-05-18
2836,65,281,6.8,2024-01-15
2837,1799,684,6.3,2024-04-04
2838,440,492,7.1,2023-10-31
2839,878,396,5.5,2023-06-12
2840,94,716,4.0,2023-10-15
2841,1038,911,5.4,2025-03-22
2842,1253,60,6.9,2024-05-25
2843,1431,723,6.4,2024-09-28
2844,1992,605,8.0,2023-09-16
2845,1558,262,7.9,2023-02-02
2846,583,837,5.1,2024-06-15
2847,132,576,8.4,2024-07-25
2848,148,209,7.3,2023-05-18
2849,1112,711,8.2,2025-04-02
2850,615,499,7.2,2023-12-15
2851,1284,831,7.8,2024-07-15
2852,1257,461,6.7,2025-04-22
2853,1864,295,7.4,2022-12-17
2854,193,27,9.6,2025-10-09
2855,1957,754,8.9,2023-01-30
2856,454,132,5.2,2023-03-24
2857,1340,606,8.4,2023-12-18
2858,690,830,7.8,2024-11-25
2859,1804,737,8.4,2023-09-18
2860,1261,881,6.8,2022-10-20
2861,1263,129,9.4,2025-03-01
2862,1827,549,9.1,2025-05-04
2863,357,415,10.0,2024-06-09
2864,1966,296,6.1,2025-03-12
2865,1118,681,6.2,2023-03-18
2866,736,653,6.6,2022-12-15
2867,709,248,7.4,2022-11-18
2868,1557,995,4.8,2023-11-06
2869,1537,207,8.9,2025-08-29
2870,499,790,6.9,2025-08-13
2871,1863,957,7.1,2023-02-08
2872,766,30,6.6,2022-11-15
2873,1405,832,9.0,2025-09-10
2874,1162,156,7.7,2024-07-01
2875,698,435,8.8,2025-09-04
2876,301,985,8.3,2024-03-16
2877,94,874,4.8,2024-04-24
2878,741,650,4.7,2022-10-17
2879,795,357,6.4,2023-03-17
2880,145,993,8.3,2024-09-03
2881,69,956,9.1,2023-06-10
2882,122,768,8.3,2023-05-29
2883,835,31,6.9,2023-02-03
2884,1974,589,6.8,2024-04-04
2885,998,744,4.4,2024-04-13
2886,1167,662,6.6,2024-02-19
2887,1927,600,7.9,2023-09-07
2888,1183,394,6.4,2025-04-11
2889,27,725,8.0,2023-04-12
2890,1320,839,7.6,2024-10-19
2891,40,192,7.4,2023-07-06
2892,815,120,7.4,2025-03-19
2893,1170,572,4.4,2024-05-21
2894,878,913,8.7,2025-05-24
2895,1932,194,3.7,2024-09-11
2896,1872,426,6.9,2023-08-10
2897,1862,387,8.8,2023-03-03
2898,1689,464,6.4,2024-04-08
2899,1122,471,5.7,2024-08-20
2900,121,127,6.6,2024-12-19
2901,151,615,6.6,2023-11-17
2902,1120,765,6.7,2024-10-24
2903,793,387,8.3,2024-08-13
2904,1469,426,7.2,2023-12-28
2905,900,424,7.2,2024-11-21
2906,978,446,4.9,2023-02-12
2907,539,976,7.2,2025-08-09
2908,91,80,5.9,2024-11-13
2909,1594,2,6.0,2022-11-19
2910,1425,143,7.5,2025-06-18
2911,1834,321,7.9,2024-09-28
2912,495,765,5.5,2025-09-16
2913,981,404,6.3,2023-12-01
2914,1026,938,7.2,2024-02-18
2915,547,247,5.7,2025-04-28
2916,1423,285,4.9,2025-05-16
2917,1394,179,6.2,2024-08-06
2918,257,831,7.6,2025-08-09
2919,1468,973,6.8,2025-08-30
2920,1823,944,7.5,2023-06-05
2921,1959,33,6.6,2025-05-24
2922,447,138,6.3,2023-03-20
2923,1357,813,7.2,2023-02-18
2924,397,870,6.1,2025-08-11
2925,1168,859,6.9,2022-12-12
2926,1738,132,8.0,2025-01-10
2927,592,137,4.6,2023-11-27
2928,629,697,5.8,2024-09-19
2929,1190,716,5.1,2025-01-08
2930,1432,226,6.4,2022-12-07
2931,1973,276,7.2,2024-12-07
2932,768,629,5.0,2024-07-07
2933,1766,603,5.8,2025-07-15
2934,461,558,6.8,2025-01-31
2935,43,41,6.6,2024-03-17
2936,6,75,6.8,2023-08-22
2937,805,922,6.6,2023-08-19
2938,1006,214,8.2,2022-10-20
2939,939,743,7.4,2024-04-25
2940,773,449,9.2,2023-09-15
2941,1554,996,6.0,2022-11-30
2942,1737,434,5.2,2023-04-27
2943,1734,568,5.8,2024-05-07
2944,322,227,4.4,2024-07-23
2945,685,913,7.1,2023-10-09
2946,672,432,3.6,2024-07-15
2947,17,500,6.4,2024-05-26
2948,447,367,5.7,2025-01-21
2949,330,633,5.5,2023-09-16
2950,1297,759,7.2,2023-04-25
2951,713,17,6.3,2024-05-02
2952,1697,97,6.5,2023-01-18
2953,23,486,9.6,2024-11-08
2954,150,885,6.5,2025-08-31
2955,1011,464,5.9,2023-05-17
2956,436,630,8.2,2025-05-22
2957,778,74,6.5,2025-02-14
2958,642,336,6.5,2024-04-25
2959,523,154,7.3,2024-05-14
2960,267,651,8.3,2025-09-21
2961,1841,312,7.2,2024-11-30
2962,802,283,7.6,2025-04-22
2963,377,834,5.4,2024-04-24
2964,586,414,9.1,2025-02-27
2965,217,124,6.1,2023-05-25
2966,941,281,8.1,2023-03-24
2967,1101,301,5.2,2023-09-23
2968,522,28,7.1,2025-04-15
2969,377,632,5.8,2025-07-10
2970,1193,169,4.5,2023-12-22
2971,126,217,7.6,2023-04-01
2972,1286,252,6.6,2023-09-07
2973,383,796,8.6,2023-09-07
2974,1355,879,7.7,2023-05-10
2975,1940,359,5.7,2025-05-14
2976,1173,65,6.3,2023-02-09
2977,1439,469,5.8,2024-01-03
2978,1596,312,6.4,2023-11-16
2979,307,872,6.2,2024-01-11
2980,449,405,4.4,2024-11-15
2981,1617,930,5.9,2023-04-01
2982,454,370,7.8,2024-06-28
2983,631,445,6.9,2023-08-11
2984,678,903,7.9,2024-03-21
2985,1754,315,6.8,2023-03-31
2986,196,144,6.7,2022-11-11
2987,143,890,4.1,2023-04-26
2988,32,829,7.2,2024-07-26
2989,1510,386,7.9,2022-12-25
2990,1613,834,6.8,2024-04-16
2991,66,54,4.8,2023-07-02
2992,1171,113,7.1,2023-03-03
2993,82,563,6.0,2025-07-02
2994,1318,393,5.1,2023-11-23
2995,1834,253,7.1,2025-07-05
2996,1828,502,7.7,2025-10-10
2997,864,770,7.3,2024-07-02
2998,1719,132,6.1,2024-04-27
2999,1387,389,7.8,2023-11-20
3000,96,224,6.7,2025-08-20
3001,730,69,9.1,2024-07-21
3002,501,582,5.9,2023-09-22
3003,12,599,6.5,2024-05-11
3004,1305,802,8.3,2024-10-15
3005,1566,769,5.7,2025-06-17
3006,1965,366,5.3,2025-07-11
3007,1108,753,6.5,2025-05-13
3008,1139,927,5.9,2023-03-09
3009,1871,659,8.9,2025-08-20
3010,848,391,5.8,2023-12-17
3011,1046,916,6.4,2024-11-02
3012,519,628,5.9,2023-12-11
3013,498,649,7.7,2024-03-02
3014,29,343,9.8,2024-09-18
3015,311,365,6.1,2025-03-23
3016,1816,597,6.2,2023-11-28
3017,1850,777,4.8,2022-12-07
3018,239,162,5.4,2024-04-05
3019,182,655,5.6,2024-04-25
3020,787,188,6.7,2024-03-08
3021,805,498,7.5,2024-05-20
3022,910,702,7.3,2025-05-15
3023,451,450,4.6,2023-07-26
3024,1628,385,6.1,2025-01-15
3025,279,872,5.2,2024-10-24
3026,1263,902,5.8,2025-05-27
3027,1900,270,8.9,2023-08-13
3028,14,832,8.6,2024-11-20
3029,577,95,5.7,2024-09-09
3030,1836,306,6.4,2023-04-20
3031,1390,623,7.3,2022-10-18
3032,686,47,6.6,2025-03-27
3033,1962,27,7.7,2024-08-18
3034,1998,222,7.8,2024-05-31
3035,1892,950,6.9,2025-09-16
3036,1868,879,8.4,2025-07-28
3037,935,992,5.5,2023-11-15
3038,685,812,7.9,2022-12-07
3039,1545,942,7.8,2023-08-14
3040,1795,834,4.1,2022-12-26
3041,1153,561,5.8,2023-10-03
3042,1140,332,6.0,2023-05-08
3043,1618,3,5.5,2023-01-28
3044,1113,997,7.4,2023-05-28
3045,924,184,8.2,2025-06-11
3046,663,761,6.6,2023-10-15
3047,1756,821,8.2,2025-09-18
3048,1159,343,5.7,2025-01-23
3049,1763,352,5.3,2025-09-05
3050,382,66,6.4,2024-03-01
3051,180,747,8.3,2025-02-04
3052,351,740,8.8,2024-03-19
3053,1216,214,5.9,2023-04-17
3054,1510,852,9.5,2024-08-30
3055,1216,960,7.9,2025-04-18
3056,1580,801,9.4,2024-06-07
3057,868,992,7.3,2024-11-11
3058,639,278,6.1,2023-09-19
3059,344,799,8.0,2025-08-13
3060,810,296,4.2,2023-01-05
3061,96,948,6.3,2025-09-04
3062,473,700,7.6,2024-10-07
3063,1953,262,9.7,2025-06-27
3064,1727,897,7.2,2025-05-19
3065,493,563,4.9,2025-04-03
3066,859,409,8.2,2025-01-04
3067,1375,493,8.0,2023-11-11
3068,1647,145,6.6,2023-03-30
3069,1807,185,6.0,2025-06-21
3070,367,547,6.8,2023-05-26
3071,1633,933,7.8,2024-03-03
3072,18,549,6.0,2023-04-06
3073,1812,235,5.4,2023-12-01
3074,1422,587,3.9,2023-06-29
3075,290,1,10.0,2024-05-13
3076,938,308,8.1,2024-12-27
3077,758,481,6.6,2024-04-21
3078,725,774,6.7,2024-04-25
3079,1067,247,8.1,2023-01-10
3080,383,980,5.7,2022-12-09
3081,160,240,6.0,2025-01-14
3082,524,68,7.4,2024-01-05
3083,947,259,7.4,2023-07-01
3084,949,948,8.2,2025-04-20
3085,1823,370,6.5,2022-11-29
3086,51,283,7.4,2023-12-11
3087,1424,388,6.4,2024-12-13
3088,1221,749,5.0,2025-10-04
3089,259,757,3.1,2025-05-10
3090,3,713,4.7,2025-09-26
3091,1859,86,7.1,2025-06-29
3092,912,383,7.7,2024-07-25
3093,235,704,8.9,2024-10-13
3094,187,494,5.7,2024-12-30
3095,1641,300,5.8,2023-07-13
3096,706,595,4.4,2025-09-17
3097,1725,850,5.9,2024-09-05
3098,332,203,7.5,2023-11-22
3099,463,153,8.0,2022-12-02
3100,1462,367,6.2,2025-01-22
3101,1540,96,7.1,2023-03-03
3102,1128,118,7.2,2023-03-19
3103,13,267,6.5,2023-12-27
3104,371,714,5.6,2024-11-23
3105,388,801,3.9,2023-11-03
3106,884,603,4.3,2022-12-20
3107,1435,469,7.8,2025-02-26
3108,1961,539,7.5,2023-10-23
3109,345,530,8.1,2023-05-25
3110,203,478,3.4,2025-06-27
3111,1326,604,8.0,2025-04-01
3112,1629,844,4.4,2025-08-28
3113,1246,325,7.0,2025-10-06
3114,1486,219,6.5,2023-07-17
3115,1353,66,7.2,2024-01-30
3116,351,138,6.8,2023-01-19
3117,139,896,5.8,2023-01-20
3118,723,705,6.6,2024-12-21
3119,1858,9,9.6,2025-07-20
3120,1865,297,7.5,2024-05-12
3121,1075,15,8.7,2025-01-29
3122,1610,598,6.4,2025-01-04
3123,255,330,7.0,2025-10-08
3124,1070,293,5.3,2022-12-26
3125,1174,250,6.9,2025-09-26
3126,1864,452,6.6,2023-06-06
3127,1002,508,6.1,2025-03-16
3128,1481,667,7.0,2025-02-17
3129,9,446,5.7,2023-12-12
3130,1406,436,7.0,2023-03-09
3131,750,98,8.1,2025-08-11
3132,1159,527,7.6,2024-11-19
3133,194,199,7.5,2024-02-11
3134,889,54,6.4,2025-05-28
3135,218,716,5.6,2025-05-29
3136,1583,542,6.6,2023-12-13
3137,230,824,5.6,2024-06-13
3138,1031,383,5.3,2023-01-12
3139,895,515,5.9,2025-09-13
3140,434,53,6.5,2025-06-29
3141,1097,62,7.3,2024-12-06
3142,761,103,5.9,2023-05-25
3143,681,741,5.5,2024-11-22
3144,1127,714,5.8,2022-11-22
3145,1128,549,9.3,2023-12-09
3146,168,492,7.3,2023-06-14
3147,1496,989,8.4,2024-07-09
3148,1206,250,5.4,2024-02-06
3149,1804,88,6.3,2024-06-30
3150,641,320,6.9,2023-12-30
3151,1166,212,5.7,2023-04-28
3152,1536,597,6.3,2025-01-11
3153,950,87,8.0,2023-02-15
3154,1414,333,6.6,2024-11-24
3155,1993,95,5.7,2025-02-10
3156,964,961,8.9,2023-07-01
3157,343,67,3.1,2025-03-07
3158,1442,257,8.1,2023-09-16
3159,1415,235,8.2,2024-03-01
3160,193,444,8.7,2023-04-29
3161,782,493,6.3,2024-07-10
3162,1139,548,7.1,2024-10-19
3163,1059,423,5.3,2025-09-24
3164,92,175,8.0,2023-01-20
3165,1452,647,5.4,2024-11-30
3166,104,107,4.3,2022-11-13
3167,1537,968,7.1,2025-04-03
3168,1584,820,8.0,2023-02-20
3169,696,16,5.7,2025-04-30
3170,1879,498,10.0,2025-05-03
3171,485,818,4.4,2025-05-18
3172,981,562,8.6,2024-06-13
3173,1096,80,7.4,2024-05-14
3174,1568,562,4.8,2022-11-16
3175,1656,468,6.3,2024-08-29
3176,1433,100,7.7,2024-09-03
3177,1237,47,8.4,2025-04-27
3178,1758,630,8.6,2024-11-19
3179,443,688,7.6,2022-11-30
3180,138,416,3.7,2023-08-15
3181,1122,647,8.8,2024-03-29
3182,769,538,6.0,2022-12-29
3183,1247,328,5.8,2024-06-25
3184,1931,434,5.9,2023-11-11
3185,317,309,5.8,2022-12-23
3186,1042,132,6.8,2023-04-09
3187,1861,339,6.7,2023-01-08
3188,1192,780,6.4,2024-01-25
3189,983,466,8.2,2025-08-04
3190,1842,860,9.0,2024-04-25
3191,354,55,5.5,2022-12-12
3192,1646,417,8.7,2023-01-03
3193,1043,658,8.3,2024-11-29
3194,566,562,7.1,2023-04-16
3195,680,668,9.2,2022-12-31
3196,1970,858,6.0,2023-07-30
3197,1807,3,5.9,2023-09-17
3198,637,147,5.2,2023-06-08
3199,1775,885,6.3,2023-05-05
3200,110,439,8.7,2023-04-19
3201,1347,842,6.8,2023-04-30
3202,197,593,8.3,2023-11-25
3203,1053,673,6.6,2023-01-05
3204,283,203,8.8,2023-06-09
3205,345,251,3.7,2024-07-17
3206,1480,947,8.5,2023-07-22
3207,1545,829,7.9,2023-10-27
3208,977,739,4.2,2023-06-09
3209,333,74,6.4,2025-06-23
3210,3,382,4.9,2023-02-04
3211,111,965,6.3,2025-07-13
3212,364,270,6.7,2023-03-01
3213,1129,184,8.5,2024-12-14
3214,438,724,2.8,2023-04-09
3215,1260,761,5.2,2025-08-10
3216,604,201,6.5,2023-07-18
3217,1100,13,4.8,2024-12-04
3218,262,414,7.1,2024-09-14
3219,1281,35,7.3,2024-12-14
3220,1898,55,8.3,2025-03-02
3221,1718,190,6.2,2024-04-01
3222,469,200,5.7,2025-03-21
3223,278,56,8.7,2024-01-31
3224,1357,190,7.3,2022-12-11
3225,1937,982,4.6,2024-07-19
3226,319,515,6.0,2022-10-31
3227,122,443,6.9,2024-07-03
3228,517,896,5.1,2023-11-25
3229,182,344,6.9,2024-06-08
3230,569,663,5.3,2023-11-15
3231,571,708,5.3,2023-06-12
3232,998,965,9.5,2023-01-14
3233,571,344,4.9,2024-10-12
3234,1342,932,7.2,2024-12-03
3235,433,713,6.3,2022-10-31
3236,1498,20,5.9,2024-10-08
3237,270,692,7.3,2023-02-16
3238,1894,335,8.2,2024-10-20
3239,1535,938,7.4,2025-05-18
3240,1762,851,8.1,2025-08-14
3241,1075,142,7.2,2023-09-12
3242,1532,173,5.9,2023-06-15
3243,225,296,6.8,2024-03-04
3244,136,759,7.1,2025-02-16
3245,864,98,7.4,2024-05-19
3246,1995,99,7.9,2023-01-30
3247,1953,297,9.1,2025-07-09
3248,1960,808,7.3,2024-07-09
3249,738,158,7.0,2025-03-19
3250,1183,28,9.1,2024-04-07
3251,1234,414,4.9,2025-08-13
3252,1456,419,5.7,2025-06-03
3253,402,492,6.8,2024-02-16
3254,1436,38,7.7,2023-08-04
3255,21,106,5.5,2023-06-25
3256,1379,323,7.0,2023-10-29
3257,260,78,6.0,2024-02-21
3258,1507,263,5.4,2024-04-01
3259,1285,328,6.8,2024-05-25
3260,1505,757,4.2,2023-09-18
3261,27,603,7.2,2024-05-29
3262,262,580,6.4,2025-07-19
3263,74,146,7.0,2024-03-22
3264,1299,20,5.6,2025-01-31
3265,426,98,6.6,2025-03-11
3266,104,881,5.5,2023-06-08
3267,568,412,6.1,2023-05-23
3268,1920,435,7.4,2025-10-01
3269,1464,915,6.6,2022-10-24
3270,1426,256,7.5,2024-07-22
3271,306,211,7.2,2024-05-27
3272,449,870,7.5,2022-12-02
3273,1746,758,8.0,2023-08-10
3274,269,532,5.8,2025-01-17
3275,268,145,7.6,2024-07-31
3276,1469,132,7.6,2023-12-19
3277,899,139,7.7,2023-10-27
3278,1020,874,7.4,2024-06-17
3279,736,140,6.1,2022-12-19
3280,1742,285,4.8,2025-05-27
3281,1906,39,9.6,2024-01-26
3282,261,33,7.6,2024-03-24
3283,1425,328,7.5,2023-04-12
3284,1794,238,7.4,2024-02-15
3285,212,890,9.0,2022-12-22
3286,500,602,4.7,2025-06-24
3287,764,134,8.2,2024-06-30
3288,1471,189,5.6,2023-12-10
3289,398,681,6.4,2025-03-05
3290,85,181,6.2,2025-01-16
3291,1841,49,5.3,2025-04-26
3292,1591,382,5.3,2023-06-20
3293,1556,387,7.1,2022-12-15
3294,268,144,8.0,2023-03-20
3295,1031,671,8.5,2023-01-20
3296,192,29,6.3,2024-06-05
3297,856,98,8.3,2023-06-12
3298,688,984,5.5,2024-07-07
3299,1816,680,8.9,2025-02-16
3300,97,757,3.7,2023-01-12
3301,834,629,8.5,2025-08-04
3302,520,776,6.7,2023-10-03
3303,811,48,7.2,2025-05-30
3304,404,871,10.0,2025-09-16
3305,6,78,5.8,2023-07-24
3306,1398,117,6.8,2023-06-19
3307,1690,777,6.7,2024-05-10
3308,118,213,9.1,2023-02-22
3309,706,263,6.2,2022-12-07
3310,1465,548,8.1,2023-03-17
3311,1625,315,6.9,2024-01-22
3312,1219,215,4.9,2023-10-07
3313,473,229,7.3,2025-06-13
3314,1915,590,7.0,2023-10-02
3315,1697,104,7.2,2025-06-22
3316,902,198,6.3,2023-07-18
3317,936,234,4.4,2022-10-21
3318,942,658,6.4,2024-01-08
3319,729,179,6.5,2025-09-20
3320,815,373,10.0,2024-01-05
3321,1850,186,8.1,2023-01-22
3322,1198,530,9.3,2022-10-23
3323,197,388,8.2,2024-02-11
3324,1252,979,7.7,2025-08-22
3325,1101,997,7.2,2023-12-31
3326,460,120,4.1,2025-04-29
3327,271,816,9.9,2022-11-04
3328,1573,220,5.9,2025-09-28
3329,146,163,8.1,2025-01-11
3330,1401,250,5.8,2024-06-19
3331,47,751,5.3,2023-06-10
3332,1335,613,8.1,2023-03-03
3333,332,261,5.0,2025-05-11
3334,1226,344,8.1,2024-01-10
3335,184,853,5.1,2022-12-10
3336,852,881,6.1,2022-11-14
3337,1399,422,6.6,2023-06-21
3338,1810,696,9.4,2025-07-01
3339,1665,291,8.3,2024-09-04
3340,1405,342,9.5,2023-06-14
3341,1521,130,6.5,2023-08-08
3342,152,222,3.9,2023-08-25
3343,962,312,4.8,2023-07-04
3344,612,191,7.0,2023-12-29
3345,775,513,7.0,2023-02-25
3346,1772,410,9.1,2025-02-15
3347,1246,306,7.1,2023-08-29
3348,84,792,8.4,2023-09-19
3349,1763,824,5.5,2025-04-20
3350,1936,306,6.6,2024-11-08
3351,326,625,7.3,2023-06-10
3352,1193,454,8.2,2024-06-11
3353,1535,439,8.8,2024-06-01
3354,1958,813,7.7,2024-01-15
3355,1088,6,7.6,2024-07-26
3356,447,178,7.4,2025-04-30
3357,245,271,9.0,2023-04-21
3358,1934,598,6.8,2024-08-03
3359,1609,525,3.4,2024-09-26
3360,60,441,5.8,2024-08-18
3361,540,440,5.8,2023-05-02
3362,508,198,6.4,2024-11-17
3363,1725,275,7.1,2023-12-01
3364,1978,179,4.8,2024-10-30
3365,1520,764,8.2,2025-09-14
3366,1109,56,6.8,2025-01-23
3367,1682,748,6.0,2025-01-12
3368,566,830,5.1,2023-08-19
3369,137,598,5.5,2023-07-01
3370,1270,974,6.8,2025-01-16
3371,793,366,6.3,2025-07-02
3372,803,254,6.2,2023-10-04
3373,333,448,4.6,2025-01-13
3374,309,769,8.8,2025-06-19
3375,1163,465,7.6,2023-08-20
3376,167,652,5.7,2024-02-14
3377,1642,687,7.7,2023-07-10
3378,1779,485,5.8,2024-04-03
3379,416,641,5.7,2025-06-10
3380,1923,927,7.8,2023-01-22
3381,243,888,7.2,2024-03-01
3382,860,841,7.1,2025-01-01
3383,998,249,4.6,2024-11-09
3384,29,284,8.6,2025-08-07
3385,1027,678,5.4,2025-01-24
